1	54,67625899280576%
2	54,49640287769785%
3	52,87769784172662%
4	48,74100719424461%
5	49,10071942446043%
6	48,381294964028775%
7	47,302158273381295%
8	47,302158273381295%
9	45,68345323741007%
10	43,70503597122302%
11	45,50359712230216%
12	44,96402877697842%
13	46,223021582733814%
14	45,32374100719424%
15	46,223021582733814%
16	45,50359712230216%
17	43,884892086330936%
18	43,70503597122302%
19	44,064748201438846%
20	45,143884892086334%
21	44,7841726618705%
22	44,7841726618705%
23	44,96402877697842%
24	44,24460431654676%
25	43,52517985611511%
26	44,7841726618705%
27	44,064748201438846%
28	43,70503597122302%
29	43,52517985611511%
30	43,3453237410072%
31	43,884892086330936%
32	43,52517985611511%
33	42,985611510791365%
34	42,805755395683455%
35	42,26618705035971%
36	41,906474820143885%
37	41,18705035971223%
38	42,805755395683455%
39	42,985611510791365%
40	43,70503597122302%
41	44,96402877697842%
42	43,884892086330936%
43	43,3453237410072%
44	43,52517985611511%
45	42,805755395683455%
46	42,26618705035971%
47	41,726618705035975%
48	41,36690647482014%
49	41,726618705035975%
50	41,36690647482014%
51	40,827338129496404%
52	41,36690647482014%
53	41,906474820143885%
54	41,906474820143885%
55	41,54676258992806%
56	42,26618705035971%
57	42,805755395683455%
58	43,52517985611511%
59	43,52517985611511%
60	43,884892086330936%
61	44,064748201438846%
62	43,884892086330936%
63	44,064748201438846%
64	43,3453237410072%
65	43,3453237410072%
66	42,805755395683455%
67	43,3453237410072%
68	43,70503597122302%
69	44,064748201438846%
70	43,70503597122302%
71	43,16546762589928%
72	43,884892086330936%
73	45,143884892086334%
74	44,60431654676259%
75	44,24460431654676%
76	44,24460431654676%
77	44,96402877697842%
78	44,60431654676259%
79	44,42446043165468%
80	44,60431654676259%
81	44,7841726618705%
82	44,96402877697842%
83	44,96402877697842%
84	44,60431654676259%
85	44,42446043165468%
86	44,7841726618705%
87	44,60431654676259%
88	44,96402877697842%
89	45,50359712230216%
90	45,86330935251798%
91	45,50359712230216%
92	44,7841726618705%
93	45,50359712230216%
94	45,50359712230216%
95	45,86330935251798%
96	45,86330935251798%
97	46,402877697841724%
98	46,043165467625904%
99	45,86330935251798%
100	45,86330935251798%
101	45,68345323741007%
102	44,96402877697842%
103	44,24460431654676%
104	44,24460431654676%
105	44,7841726618705%
106	44,7841726618705%
107	44,7841726618705%
108	44,60431654676259%
109	45,143884892086334%
110	45,50359712230216%
111	45,86330935251798%
112	45,143884892086334%
113	44,24460431654676%
114	44,7841726618705%
115	44,7841726618705%
116	45,50359712230216%
117	46,043165467625904%
118	44,7841726618705%
119	44,42446043165468%
120	44,7841726618705%
121	44,60431654676259%
122	44,96402877697842%
123	45,143884892086334%
124	45,50359712230216%
125	45,143884892086334%
126	45,50359712230216%
127	45,68345323741007%
128	45,86330935251798%
129	46,58273381294964%
130	46,94244604316547%
131	47,482014388489205%
132	47,84172661870504%
133	48,381294964028775%
134	47,66187050359712%
135	47,482014388489205%
136	47,482014388489205%
137	47,122302158273385%
138	46,58273381294964%
139	46,402877697841724%
140	46,043165467625904%
141	46,223021582733814%
142	46,223021582733814%
143	46,043165467625904%
144	45,86330935251798%
145	46,043165467625904%
146	46,58273381294964%
147	47,122302158273385%
148	47,302158273381295%
149	46,94244604316547%
150	46,402877697841724%
151	46,76258992805755%
152	47,122302158273385%
153	47,122302158273385%
154	47,122302158273385%
155	46,402877697841724%
156	46,76258992805755%
157	46,76258992805755%
158	47,122302158273385%
159	46,94244604316547%
160	46,76258992805755%
161	47,302158273381295%
162	47,122302158273385%
163	47,482014388489205%
164	48,02158273381295%
165	48,02158273381295%
166	48,381294964028775%
167	47,66187050359712%
168	47,84172661870504%
169	47,84172661870504%
170	46,76258992805755%
171	47,84172661870504%
172	47,84172661870504%
173	48,381294964028775%
174	48,201438848920866%
175	48,381294964028775%
176	48,381294964028775%
177	48,92086330935252%
178	48,92086330935252%
179	49,10071942446043%
180	48,381294964028775%
181	48,201438848920866%
182	48,381294964028775%
183	48,561151079136685%
184	48,381294964028775%
185	48,381294964028775%
186	47,84172661870504%
187	47,302158273381295%
188	47,66187050359712%
189	47,84172661870504%
190	48,74100719424461%
191	49,280575539568346%
192	49,280575539568346%
193	49,82014388489209%
194	50,53956834532374%
195	50,35971223021583%
196	50,17985611510791%
197	49,64028776978417%
198	49,82014388489209%
199	50,17985611510791%
200	49,64028776978417%
201	49,460431654676256%
202	48,561151079136685%
203	48,561151079136685%
204	49,460431654676256%
205	50,17985611510791%
206	49,64028776978417%
207	50,89928057553957%
208	50,719424460431654%
209	51,2589928057554%
210	51,07913669064749%
211	51,2589928057554%
212	51,618705035971225%
213	51,798561151079134%
214	51,798561151079134%
215	52,15827338129496%
216	51,798561151079134%
217	52,33812949640287%
218	52,33812949640287%
219	53,23741007194245%
220	53,41726618705036%
221	53,597122302158276%
222	53,776978417266186%
223	53,776978417266186%
224	53,41726618705036%
225	53,597122302158276%
226	53,597122302158276%
227	53,23741007194245%
228	53,776978417266186%
229	53,597122302158276%
230	52,87769784172662%
231	52,51798561151079%
232	53,776978417266186%
233	53,41726618705036%
234	52,87769784172662%
235	52,33812949640287%
236	52,69784172661871%
237	53,05755395683454%
238	53,41726618705036%
239	53,956834532374096%
240	53,776978417266186%
241	54,13669064748201%
242	53,23741007194245%
243	54,13669064748201%
244	53,41726618705036%
245	53,597122302158276%
246	53,597122302158276%
247	53,597122302158276%
248	54,49640287769785%
249	54,85611510791367%
250	55,75539568345324%
251	55,75539568345324%
252	55,93525179856115%
253	55,93525179856115%
254	55,93525179856115%
255	55,2158273381295%
256	55,57553956834532%
257	54,67625899280576%
258	54,85611510791367%
259	54,49640287769785%
260	53,776978417266186%
261	54,13669064748201%
262	53,776978417266186%
263	53,956834532374096%
264	54,67625899280576%
265	54,49640287769785%
266	53,956834532374096%
267	53,776978417266186%
268	54,49640287769785%
269	55,03597122302158%
270	54,85611510791367%
271	54,49640287769785%
272	54,49640287769785%
273	54,31654676258992%
274	53,956834532374096%
275	53,776978417266186%
276	53,41726618705036%
277	53,23741007194245%
278	53,776978417266186%
279	54,49640287769785%
280	53,776978417266186%
281	54,13669064748201%
282	53,776978417266186%
283	53,956834532374096%
284	53,776978417266186%
285	53,956834532374096%
286	53,956834532374096%
287	53,597122302158276%
288	53,41726618705036%
289	52,69784172661871%
290	53,23741007194245%
291	53,05755395683454%
292	53,23741007194245%
293	52,87769784172662%
294	52,69784172661871%
295	52,33812949640287%
296	52,33812949640287%
297	52,33812949640287%
298	52,69784172661871%
299	53,23741007194245%
300	53,597122302158276%
301	54,13669064748201%
302	53,956834532374096%
303	53,776978417266186%
304	54,49640287769785%
305	54,49640287769785%
306	54,31654676258992%
307	54,67625899280576%
308	54,67625899280576%
309	54,67625899280576%
310	55,03597122302158%
311	54,49640287769785%
312	54,85611510791367%
313	55,03597122302158%
314	54,67625899280576%
315	54,49640287769785%
316	54,67625899280576%
317	55,03597122302158%
318	54,85611510791367%
319	54,85611510791367%
320	55,03597122302158%
321	55,75539568345324%
322	55,93525179856115%
323	55,93525179856115%
324	56,11510791366906%
325	55,75539568345324%
326	56,11510791366906%
327	56,11510791366906%
328	56,11510791366906%
329	57,014388489208635%
330	57,014388489208635%
331	57,194244604316545%
332	57,55395683453237%
333	57,194244604316545%
334	57,9136690647482%
335	58,09352517985612%
336	57,9136690647482%
337	57,9136690647482%
338	58,81294964028777%
339	58,992805755395686%
340	58,992805755395686%
341	58,992805755395686%
342	59,352517985611506%
343	59,172661870503596%
344	58,81294964028777%
345	58,27338129496403%
346	57,9136690647482%
347	58,45323741007194%
348	58,63309352517986%
349	58,09352517985612%
350	58,63309352517986%
351	58,63309352517986%
352	58,992805755395686%
353	59,53237410071942%
354	59,352517985611506%
355	58,992805755395686%
356	58,81294964028777%
357	57,9136690647482%
358	57,55395683453237%
359	58,81294964028777%
360	59,352517985611506%
361	58,992805755395686%
362	59,352517985611506%
363	59,71223021582733%
364	59,53237410071942%
365	59,89208633093526%
366	60,251798561151084%
367	60,251798561151084%
368	59,89208633093526%
369	59,53237410071942%
370	58,992805755395686%
371	59,352517985611506%
372	59,352517985611506%
373	60,251798561151084%
374	60,431654676258994%
375	60,61151079136691%
376	60,07194244604317%
377	60,251798561151084%
378	60,251798561151084%
379	60,251798561151084%
380	60,97122302158273%
381	61,87050359712231%
382	61,69064748201439%
383	61,33093525179856%
384	61,87050359712231%
385	61,69064748201439%
386	61,87050359712231%
387	61,87050359712231%
388	61,51079136690647%
389	61,33093525179856%
390	60,97122302158273%
391	60,97122302158273%
392	60,07194244604317%
393	60,07194244604317%
394	60,431654676258994%
395	59,352517985611506%
396	59,71223021582733%
397	59,89208633093526%
398	60,79136690647482%
399	60,79136690647482%
400	61,15107913669065%
401	61,69064748201439%
402	62,23021582733813%
403	62,23021582733813%
404	63,12949640287769%
405	63,48920863309353%
406	64,02877697841727%
407	64,38848920863309%
408	64,20863309352518%
409	64,02877697841727%
410	64,568345323741%
411	65,10791366906474%
412	64,74820143884892%
413	65,28776978417267%
414	65,46762589928058%
415	65,10791366906474%
416	65,28776978417267%
417	65,46762589928058%
418	66,00719424460432%
419	65,46762589928058%
420	66,00719424460432%
421	66,54676258992805%
422	66,18705035971223%
423	66,00719424460432%
424	67,26618705035972%
425	67,08633093525181%
426	67,44604316546763%
427	67,08633093525181%
428	66,90647482014388%
429	67,62589928057554%
430	68,34532374100719%
431	68,70503597122301%
432	69,06474820143885%
433	68,5251798561151%
434	69,42446043165468%
435	69,24460431654677%
436	68,88489208633094%
437	68,70503597122301%
438	68,70503597122301%
439	68,70503597122301%
440	68,88489208633094%
441	69,42446043165468%
442	69,42446043165468%
443	69,7841726618705%
444	70,14388489208633%
445	70,86330935251799%
446	70,68345323741008%
447	71,0431654676259%
448	71,58273381294964%
449	71,22302158273382%
450	71,0431654676259%
451	71,58273381294964%
452	72,3021582733813%
453	73,02158273381295%
454	72,48201438848922%
455	72,3021582733813%
456	72,48201438848922%
457	71,76258992805755%
458	72,12230215827337%
459	72,12230215827337%
460	72,12230215827337%
461	72,66187050359713%
462	72,84172661870504%
463	72,84172661870504%
464	73,02158273381295%
465	72,84172661870504%
466	72,84172661870504%
467	72,12230215827337%
468	72,12230215827337%
469	71,94244604316546%
470	72,66187050359713%
471	72,48201438848922%
472	73,02158273381295%
473	73,20143884892086%
474	73,20143884892086%
475	73,38129496402878%
476	73,20143884892086%
477	73,20143884892086%
478	73,20143884892086%
479	73,20143884892086%
480	73,20143884892086%
481	74,10071942446042%
482	73,92086330935251%
483	74,10071942446042%
484	74,28057553956835%
485	74,10071942446042%
486	74,64028776978418%
487	74,28057553956835%
488	74,28057553956835%
489	73,56115107913669%
490	73,20143884892086%
491	72,66187050359713%
492	72,84172661870504%
493	73,38129496402878%
494	73,7410071942446%
495	75,0%
496	74,46043165467626%
497	74,82014388489209%
498	75,17985611510791%
499	75,35971223021582%
500	76,07913669064749%
501	75,35971223021582%
502	75,71942446043165%
503	75,53956834532374%
504	75,0%
505	75,89928057553958%
506	76,07913669064749%
507	76,07913669064749%
508	76,97841726618705%
509	77,33812949640287%
510	78,23741007194245%
511	78,41726618705036%
512	78,23741007194245%
513	78,59712230215827%
514	78,77697841726618%
515	79,85611510791367%
516	78,9568345323741%
517	79,85611510791367%
518	80,39568345323741%
519	79,85611510791367%
520	80,39568345323741%
521	81,11510791366906%
522	80,75539568345323%
523	80,57553956834532%
524	80,2158273381295%
525	80,75539568345323%
526	81,4748201438849%
527	81,11510791366906%
528	81,4748201438849%
529	82,19424460431655%
530	82,19424460431655%
531	82,37410071942446%
532	82,37410071942446%
533	82,91366906474819%
534	83,63309352517986%
535	83,45323741007195%
536	83,63309352517986%
537	83,99280575539568%
538	83,99280575539568%
539	84,53237410071942%
540	85,07194244604317%
541	85,61151079136691%
542	85,431654676259%
543	85,07194244604317%
544	85,431654676259%
545	85,79136690647482%
546	86,51079136690647%
547	87,05035971223022%
548	87,41007194244604%
549	87,76978417266187%
550	87,94964028776978%
551	87,76978417266187%
552	87,94964028776978%
553	88,3093525179856%
554	89,92805755395683%
555	89,92805755395683%
